ID,Spending_Score,Segmentation,Age_Group,WE_group,Family_Size_Group,Ever_Married_No,Ever_Married_Yes,Graduated_No,Graduated_Yes,Profession_Artist,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Var_1_Cat_1,Var_1_Cat_2,Var_1_Cat_3,Var_1_Cat_4,Var_1_Cat_5,Var_1_Cat_6,Var_1_Cat_7
465049,1,1,3,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
460751,1,4,1,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461690,1,1,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
464084,1,4,1,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
465644,1,3,2,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459470,1,4,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462700,2,2,2,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465067,3,3,4,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
464247,1,1,4,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
459465,1,2,1,2,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
463894,2,3,3,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
466089,1,2,4,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
459355,1,1,4,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
467227,1,1,2,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
459054,3,3,2,3,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
463609,2,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
466260,2,2,3,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
464283,1,1,2,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465646,1,2,2,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461103,1,4,1,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
464378,2,2,2,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462661,3,3,4,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460266,1,4,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462983,3,1,4,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
459022,1,4,4,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463231,2,1,3,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465863,1,4,1,3,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
463557,1,1,1,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467636,2,3,3,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463539,2,2,4,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
459633,1,4,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462304,1,2,4,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
466988,1,2,4,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
467467,1,4,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
464871,1,2,1,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
462258,1,4,1,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467813,1,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
459068,1,1,2,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462701,2,2,4,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
466536,1,4,1,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
465668,1,4,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
462234,2,4,1,2,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
460340,1,1,3,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466820,3,1,4,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
462922,1,4,1,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465326,1,1,4,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464130,1,1,3,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463832,1,4,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
462735,2,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
464412,1,4,4,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
464468,1,3,3,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463422,3,2,2,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
459498,1,3,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460173,1,3,2,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463091,1,4,2,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
467213,3,2,4,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
461804,1,1,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466649,1,4,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
460533,1,1,3,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465820,2,2,1,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
466329,1,1,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
461892,1,4,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
463656,1,1,3,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462850,1,4,1,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
460603,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
460707,2,3,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463122,2,2,2,3,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
467588,2,3,4,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462552,1,1,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466048,1,1,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
467845,1,3,3,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
459810,1,4,1,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
461267,1,4,2,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
466572,1,4,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
464092,2,3,4,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467025,1,4,1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
466110,1,1,4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
462353,2,3,4,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459904,1,3,2,3,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462011,1,4,1,2,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
462367,2,2,4,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460220,1,4,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
461429,2,3,3,2,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462668,1,2,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467339,2,2,4,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461699,1,4,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464885,1,1,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
460989,1,4,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
462156,2,3,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
461182,1,4,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
460507,1,4,1,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
462875,1,4,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
461708,3,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
459766,1,1,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
462137,1,1,1,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459630,2,1,4,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
462699,3,2,4,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
465897,1,1,3,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465628,1,1,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
462987,3,3,4,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
463492,1,4,1,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462321,1,1,3,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
460511,1,4,2,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
459225,2,3,3,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467894,2,3,4,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465076,3,3,4,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467573,2,2,3,3,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465266,2,2,3,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
462215,1,4,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
466279,1,1,2,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
467131,1,2,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459456,1,4,4,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
460225,3,3,4,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
463825,2,2,3,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462597,1,1,1,2,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
466360,1,2,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
465542,2,1,4,2,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465848,1,4,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
459043,1,1,3,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
463069,1,2,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459795,1,1,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464954,1,4,1,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
459713,1,4,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
463068,2,2,1,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464834,1,4,3,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
462908,3,1,1,4,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
464032,1,4,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459307,1,2,4,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
462224,2,4,4,2,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
465611,1,3,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466322,1,2,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
461548,1,1,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
461870,2,3,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466966,2,3,4,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
459207,2,2,4,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465672,1,4,3,3,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
459317,3,3,3,2,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
464362,1,3,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465683,1,1,3,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
462253,1,1,3,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
459421,2,1,1,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459987,3,4,3,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
460036,1,4,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461613,1,3,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
461168,2,1,1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
459247,2,3,4,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
460770,1,1,1,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
465047,3,3,4,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
467013,3,3,4,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
465894,1,4,1,3,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462702,2,1,3,2,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
465431,1,2,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466386,1,2,4,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
467221,1,3,1,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464057,1,2,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
467217,3,3,4,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
462186,1,4,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
463432,1,2,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466753,2,3,4,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465123,1,1,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459965,1,1,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
466030,1,2,2,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
462582,1,4,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
461466,1,1,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
459676,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464380,2,3,3,3,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466846,1,4,1,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
465184,2,3,3,2,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
459481,1,1,3,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
467263,1,4,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
465136,2,3,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464253,2,3,3,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466534,1,4,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
466411,2,2,4,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
462576,1,4,1,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
467704,2,3,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465303,2,3,4,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
467703,1,4,1,2,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
465493,1,1,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
461322,2,3,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461706,1,4,1,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
463629,1,2,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465140,3,2,3,3,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
459308,2,3,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459582,2,1,1,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
460859,1,4,3,2,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
461915,2,2,3,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
466358,1,1,1,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
459708,1,1,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
459179,2,2,4,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
462654,2,1,2,2,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
466256,1,2,4,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
465649,1,1,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
467333,2,3,4,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
465652,1,4,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
460360,1,1,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
464472,1,3,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467422,2,3,4,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463116,3,2,4,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460177,1,2,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465081,3,3,4,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
467810,2,3,3,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465063,3,3,4,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
462690,2,2,2,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
467752,2,1,2,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
466430,1,1,3,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
465713,2,3,4,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462555,2,3,2,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
459668,2,2,2,3,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461615,1,4,1,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461532,1,1,3,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
465295,2,1,2,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459175,2,3,4,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463739,1,2,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
464339,1,4,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465074,1,1,1,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465282,1,1,2,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460488,1,4,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
464554,1,3,2,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
462814,2,3,1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
462073,1,3,2,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459901,2,3,3,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460858,1,4,1,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
461895,1,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
467308,1,3,1,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
467584,2,2,3,2,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466444,2,3,3,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
462622,1,4,3,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
460100,1,1,1,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
466591,1,4,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462849,2,3,3,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463235,1,4,1,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466410,1,2,4,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464141,3,1,2,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
464634,1,4,2,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
461564,3,3,4,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
463219,1,4,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
461425,1,1,3,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464009,2,2,3,3,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460573,1,3,4,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
460951,2,1,4,2,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
462262,1,2,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
467126,1,2,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
462924,2,4,2,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
462488,1,4,2,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
461640,2,3,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465504,1,2,3,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
460902,1,1,2,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
459657,3,2,4,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
465054,3,3,4,2,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
464000,1,3,2,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
460324,1,1,2,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
462468,1,4,1,2,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
465245,1,4,1,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
467919,2,3,3,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463716,1,4,1,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463769,3,2,4,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
464907,2,2,4,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
460523,1,3,3,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
