ID,Age,Work_Experience,Spending_Score,Family_Size,Segmentation,Gender_Female,Gender_Male,Ever_Married_No,Ever_Married_Yes,Graduated_No,Graduated_Yes,Profession_Artist,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Var_1_Cat_1,Var_1_Cat_2,Var_1_Cat_3,Var_1_Cat_4,Var_1_Cat_5,Var_1_Cat_6,Var_1_Cat_7
462677,0.15746460415197702,0.5087962957220021,1,0.8764022737692045,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465006,-0.09627968244334437,1.1561735054982034,1,-1.5473261972059846,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
463483,-0.862175648544841,0.02181053925317817,3,-0.47480926308974797,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
459816,-0.23283781734786213,0.02181053925317817,1,-0.47480926308974797,4,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459002,0.2758085292667745,0.5087962957220021,1,-0.47480926308974797,4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
465990,0.44400971567460923,0.5087962957220021,3,-0.47480926308974797,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
466044,-1.04585536661442,-1.1726773802918895,2,0.8764022737692045,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
461163,1.02719601288706,1.5373321764978183,1,0.8764022737692045,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
467106,0.2758085292667745,1.0029755559278495,2,0.2861536118313656,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
467373,-0.690354747172174,0.02181053925317817,1,-1.5473261972059846,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
461256,-0.5289538197528298,0.02181053925317817,1,0.8764022737692045,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
466522,-2.078203519079137,1.278087729350627,3,0.8764022737692045,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
459010,0.44400971567460923,-1.1726773802918895,2,0.2861536118313656,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466537,1.878980070746632,-1.1726773802918895,1,-0.47480926308974797,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
459046,0.8929339539735148,-1.1726773802918895,1,0.8764022737692045,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
459335,-1.1426769437453903,-1.1726773802918895,1,0.2861536118313656,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
462695,0.6022126848157192,1.463786823516572,1,1.3586705459476018,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466208,1.316411881978445,0.5087962957220021,3,-1.5473261972059846,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
462128,-0.1636832812857786,1.5373321764978183,2,-0.47480926308974797,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467329,-0.030540541264699662,-1.1726773802918895,1,-1.5473261972059846,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461609,0.2758085292667745,1.1561735054982034,2,-0.47480926308974797,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464470,0.44400971567460923,-1.1726773802918895,2,0.8764022737692045,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462705,1.393585399845686,-1.1726773802918895,2,-0.47480926308974797,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
465255,-1.6879010975792967,1.5373321764978183,1,1.3586705459476018,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462536,0.44400971567460923,0.02181053925317817,3,0.2861536118313656,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
461186,-2.078203519079137,-1.1726773802918895,1,0.2861536118313656,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
466018,1.5053066848625527,-1.1726773802918895,1,0.2861536118313656,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
461385,1.9416253127432461,0.02181053925317817,1,-1.5473261972059846,4,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
459115,-1.6879010975792967,0.02181053925317817,1,1.3586705459476018,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
461263,0.44400971567460923,0.02181053925317817,1,-1.5473261972059846,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
460027,-0.23283781734786213,1.278087729350627,1,0.2861536118313656,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
460366,-0.9524317477577589,0.02181053925317817,1,1.3586705459476018,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
464106,0.7995103351168562,0.02181053925317817,1,-0.47480926308974797,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
465696,0.8466319182819161,-1.1726773802918895,1,-0.47480926308974797,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461627,0.5505159158769471,0.02181053925317817,1,-0.47480926308974797,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467963,-1.6879010975792967,0.02181053925317817,1,0.8764022737692045,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462437,-2.078203519079137,-1.1726773802918895,1,1.7664225601509063,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
467543,1.3552782648965527,-1.1726773802918895,3,-0.47480926308974797,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
465206,0.38911498845760417,1.757405505833806,1,-1.5473261972059846,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463040,1.6125278843834128,0.02181053925317817,3,-0.47480926308974797,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
461668,0.5505159158769471,0.8002006515866025,2,0.8764022737692045,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
461955,-0.690354747172174,-1.1726773802918895,1,0.8764022737692045,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
467139,-0.7748793049969794,-1.1726773802918895,1,0.2861536118313656,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459366,0.03361436901535839,-1.1726773802918895,1,0.8764022737692045,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460689,0.03361436901535839,1.278087729350627,3,-0.47480926308974797,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
462167,-0.3767809776438936,0.5087962957220021,1,-1.5473261972059846,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
466752,-0.23283781734786213,-1.1726773802918895,1,-1.5473261972059846,4,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462778,1.02719601288706,-1.1726773802918895,1,0.2861536118313656,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
466902,0.5505159158769471,-1.1726773802918895,2,0.2861536118313656,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459534,-0.30383669012833014,-1.1726773802918895,2,-0.47480926308974797,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463399,-1.1426769437453903,0.8002006515866025,1,0.2861536118313656,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
465538,1.1130841046451354,1.3786446668348955,3,-0.47480926308974797,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464878,-1.5695571724645003,-1.1726773802918895,1,0.8764022737692045,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
467599,-1.9416453841746193,-1.1726773802918895,1,0.2861536118313656,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
466226,0.2758085292667745,-1.1726773802918895,2,1.3586705459476018,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463576,-0.690354747172174,-1.1726773802918895,1,0.8764022737692045,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464911,0.8466319182819161,-1.1726773802918895,2,0.2861536118313656,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
466457,1.1130841046451354,1.463786823516572,1,1.3586705459476018,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
463909,-1.2431530169155556,0.02181053925317817,1,0.2861536118313656,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
466099,1.5415290116029459,0.02181053925317817,1,-1.5473261972059846,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
464427,1.1130841046451354,0.02181053925317817,2,0.8764022737692045,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
463951,0.33306449827627066,-1.1726773802918895,2,0.2861536118313656,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
465638,0.6022126848157192,0.02181053925317817,1,0.2861536118313656,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465289,-1.2431530169155556,0.02181053925317817,3,-0.47480926308974797,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
466718,1.2769696798850587,-1.1726773802918895,3,-0.47480926308974797,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
464219,-1.04585536661442,0.02181053925317817,1,-0.47480926308974797,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
467098,2.0028303058832533,0.02181053925317817,1,-0.47480926308974797,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
467451,0.38911498845760417,-1.1726773802918895,1,-1.5473261972059846,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
465137,0.8929339539735148,0.02181053925317817,2,0.8764022737692045,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462289,1.02719601288706,-1.1726773802918895,2,0.8764022737692045,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
467459,-0.030540541264699662,0.02181053925317817,3,1.3586705459476018,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
460308,-0.6084313619495196,1.3786446668348955,1,0.2861536118313656,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
467647,-0.9524317477577589,0.5087962957220021,1,0.2861536118313656,4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459803,-0.09627968244334437,1.0029755559278495,1,0.2861536118313656,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465972,0.38911498845760417,1.5373321764978183,1,-1.5473261972059846,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
459414,-0.09627968244334437,1.463786823516572,1,0.2861536118313656,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466173,-0.9524317477577589,0.02181053925317817,1,0.2861536118313656,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
464136,1.393585399845686,-1.1726773802918895,2,0.2861536118313656,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459286,0.0962596110119725,-1.1726773802918895,1,-1.5473261972059846,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463580,0.33306449827627066,0.02181053925317817,1,-1.5473261972059846,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
466636,-1.4562507132736706,0.8002006515866025,1,0.2861536118313656,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
461064,0.2758085292667745,0.02181053925317817,1,1.3586705459476018,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461597,-0.1636832812857786,0.02181053925317817,2,0.8764022737692045,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
458990,1.4685847240873813,0.02181053925317817,3,0.2861536118313656,4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
461351,-1.1426769437453903,-1.1726773802918895,1,-0.47480926308974797,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464420,1.02719601288706,1.463786823516572,3,-0.47480926308974797,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462060,0.33306449827627066,0.02181053925317817,2,-0.47480926308974797,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465707,-0.09627968244334437,0.02181053925317817,2,0.8764022737692045,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
463733,-2.078203519079137,0.02181053925317817,1,0.2861536118313656,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
463960,-1.1426769437453903,0.02181053925317817,2,-0.47480926308974797,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
462395,0.7026887579858846,0.02181053925317817,3,-0.47480926308974797,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461015,-0.030540541264699662,0.02181053925317817,2,-0.47480926308974797,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
464965,1.6473296864410072,-1.1726773802918895,1,2.1196334208687158,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
466267,-1.1426769437453903,-1.1726773802918895,2,0.2861536118313656,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
464056,1.236934339781754,-1.1726773802918895,2,-0.47480926308974797,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465898,-0.23283781734786213,1.7107346151556417,1,-0.47480926308974797,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465361,-1.2431530169155556,-1.1726773802918895,1,0.8764022737692045,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
461394,-1.6879010975792967,-1.1726773802918895,1,1.3586705459476018,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
466269,-1.2431530169155556,-1.1726773802918895,1,0.8764022737692045,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
466213,-1.4562507132736706,1.0029755559278495,1,1.3586705459476018,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
465550,-0.7748793049969794,0.02181053925317817,1,1.7664225601509063,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
463451,-0.7748793049969794,-1.1726773802918895,1,0.8764022737692045,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463877,0.0962596110119725,-1.1726773802918895,2,0.8764022737692045,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
459499,1.8148251604665753,-1.1726773802918895,3,-0.47480926308974797,4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
463876,0.4977953822854853,0.02181053925317817,2,1.3586705459476018,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
465448,-0.6084313619495196,-1.1726773802918895,1,0.2861536118313656,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
463041,0.15746460415197702,0.02181053925317817,2,0.8764022737692045,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
459325,-1.1426769437453903,1.5373321764978183,3,0.8764022737692045,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
467233,1.316411881978445,0.02181053925317817,1,-0.47480926308974797,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465264,2.0329131112314336,-1.1726773802918895,1,-1.5473261972059846,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
461811,-0.030540541264699662,1.463786823516572,1,0.8764022737692045,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
466370,0.44400971567460923,-1.1726773802918895,1,0.8764022737692045,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
465368,-2.078203519079137,1.3786446668348955,1,0.2861536118313656,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
461245,-0.09627968244334437,1.1561735054982034,2,0.2861536118313656,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467693,1.0704863967342955,1.3786446668348955,3,1.3586705459476018,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
467879,0.6022126848157192,-1.1726773802918895,3,0.8764022737692045,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461499,-1.2431530169155556,-1.1726773802918895,2,-0.47480926308974797,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
465936,-0.3767809776438936,1.278087729350627,1,0.2861536118313656,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
459748,0.33306449827627066,-1.1726773802918895,3,-0.47480926308974797,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
466376,0.7026887579858846,0.5087962957220021,3,0.2861536118313656,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
460215,0.44400971567460923,1.5373321764978183,1,-1.5473261972059846,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
462076,1.6125278843834128,0.02181053925317817,1,-0.47480926308974797,4,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
465756,-1.4562507132736706,0.02181053925317817,1,0.2861536118313656,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
463573,-0.862175648544841,0.02181053925317817,1,-0.47480926308974797,4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463455,0.33306449827627066,-1.1726773802918895,1,-0.47480926308974797,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460841,1.0704863967342955,0.02181053925317817,1,-1.5473261972059846,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
463959,-0.23283781734786213,0.02181053925317817,1,-1.5473261972059846,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461792,-1.4562507132736706,1.278087729350627,1,1.3586705459476018,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
459118,-1.6879010975792967,0.02181053925317817,1,2.431187480063839,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
462791,-0.5289538197528298,1.3786446668348955,1,0.8764022737692045,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
460852,1.5772651179152624,-1.1726773802918895,1,0.2861536118313656,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
463102,0.03361436901535839,-1.1726773802918895,1,-0.47480926308974797,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
463302,0.938444462991673,0.02181053925317817,3,0.8764022737692045,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
462659,-1.2431530169155556,1.463786823516572,2,-0.47480926308974797,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
463408,-0.5289538197528298,0.5087962957220021,1,0.2861536118313656,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
462071,0.15746460415197702,-1.1726773802918895,1,-0.47480926308974797,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464806,-1.2431530169155556,0.02181053925317817,1,-0.47480926308974797,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
463664,-1.1426769437453903,-1.1726773802918895,1,-1.5473261972059846,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
467795,-1.5695571724645003,0.02181053925317817,1,1.3586705459476018,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459141,-0.9524317477577589,-1.1726773802918895,2,-0.47480926308974797,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465900,-0.30383669012833014,1.3786446668348955,1,-1.5473261972059846,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
467265,-0.9524317477577589,0.02181053925317817,1,0.2861536118313656,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
464490,1.9416253127432461,0.02181053925317817,3,0.8764022737692045,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
461920,-0.7748793049969794,-1.1726773802918895,1,0.2861536118313656,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
460411,0.15746460415197702,1.3786446668348955,3,-0.47480926308974797,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
466491,1.8470958579635175,0.02181053925317817,3,-0.47480926308974797,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
459062,0.44400971567460923,-1.1726773802918895,3,1.3586705459476018,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
465248,-2.078203519079137,0.8002006515866025,1,0.2861536118313656,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
463308,0.7026887579858846,0.02181053925317817,1,-0.47480926308974797,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
463478,0.5505159158769471,-1.1726773802918895,2,0.8764022737692045,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465396,-0.09627968244334437,1.5373321764978183,2,1.7664225601509063,4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
461954,-0.3767809776438936,0.5087962957220021,2,1.7664225601509063,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
467287,-0.9524317477577589,-1.1726773802918895,1,0.2861536118313656,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
463800,-0.5289538197528298,0.02181053925317817,1,0.2861536118313656,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
459894,-0.3767809776438936,0.02181053925317817,1,0.2861536118313656,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
459778,0.44400971567460923,-1.1726773802918895,2,0.8764022737692045,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
464662,0.5505159158769471,0.02181053925317817,3,0.2861536118313656,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
460878,0.38911498845760417,-1.1726773802918895,2,0.8764022737692045,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
462187,0.5505159158769471,1.0029755559278495,1,-1.5473261972059846,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
462675,0.8466319182819161,0.02181053925317817,1,0.8764022737692045,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
461908,-1.1426769437453903,1.6018682576058028,1,-1.5473261972059846,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
461951,-1.6879010975792967,-1.1726773802918895,1,0.8764022737692045,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
465352,1.0704863967342955,0.02181053925317817,2,0.8764022737692045,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
464258,2.0329131112314336,-1.1726773802918895,3,-0.47480926308974797,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
464215,1.5053066848625527,0.02181053925317817,1,-0.47480926308974797,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
467561,1.0704863967342955,0.02181053925317817,1,-0.47480926308974797,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460322,0.2758085292667745,1.463786823516572,1,0.2861536118313656,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
464665,0.6022126848157192,0.02181053925317817,2,1.3586705459476018,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
460670,0.0962596110119725,1.278087729350627,1,-0.47480926308974797,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
461486,0.9831900531864327,1.463786823516572,2,0.2861536118313656,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
459526,0.2758085292667745,1.0029755559278495,1,-1.5473261972059846,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
465429,1.3552782648965527,0.02181053925317817,2,0.2861536118313656,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466492,1.9416253127432461,-1.1726773802918895,3,-0.47480926308974797,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
459489,0.33306449827627066,0.02181053925317817,2,0.8764022737692045,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
